OBJECTID,state,managing_agency,rights_type,state_enabling_act,,county,trust_name,activity,activity_info,township,range,section,aliquot,acres,gis_acres
198202,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,14,ALL,640.000000000000000,640.69
198205,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,22,ALL,640.000000000000000,638.864
198206,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,20,ALL,640.000000000000000,639.29
198207,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,24,ALL,640.000000000000000,640.347
198211,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,28,ALL,640.000000000000000,640.086
198212,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,30,ALL,640.000000000000000,640.57
198213,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,26,ALL,640.000000000000000,642.059
198214,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,17E,4,LOTS 1 THRU 4 S2N2 S2,629.049999999999955,593.89
198215,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,16E,6,LOTS 1 THRU 4 S2N2 S2,622.679999999999950,622.809
198216,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,17E,6,LOTS 1 THRU 7 SENW E2SW S2NE SE,630.279999999999973,621.461
198218,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,8,ALL,640.000000000000000,638.701
198219,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,12,ALL,640.000000000000000,648.728
198220,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,613.600000000000023,603.123
198223,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,18,ALL,640.000000000000000,642.372
198224,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,14,ALL,640.000000000000000,637.492
198227,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,24,ALL,640.000000000000000,641.553
198228,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,614.590000000000032,604.198
198229,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,30,ALL,640.000000000000000,640.242
198230,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,26,ALL,640.000000000000000,639.921
198232,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,6,LOTS 1 THRU 16 S2,877.139999999999986,876.945
198233,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,16E,4,LOTS 1 THRU 16 S2,874.919999999999959,874.324
198237,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,10,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,608.350000000000023,609.084
198256,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,16N,15E,34,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,611.730000000000018,608.159
198297,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,28,E2NENE LY N OF CLEAR CREEK CANYON E OF COUNTY LINE,6.790000000000000,6.986
198298,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,28,E2E2E2 LY S OF CLEAR CREEK CANYON AND E OF COUNTY LINE,38.070000000000000,38.315
198299,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,4,E2E2E2 LY E OF COUNTY LINE,45.539999999999999,46.263
198300,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,17N,15E,10,E2 E2SESW LY SELY OF CLEAR CREEK CANYON,320.000000000000000,239.364
198413,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: 7B Livestock South LLC,15N,15E,12,M&B IN E2 S AND E OF THE MIDDLE OF THE WATERCOURSE OF CHEVELON CANYON,259.509999999999991,254.976
198414,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,12,M&B IN N2NE N OF THE MIDDLE OF THE WATERCOURSE OF CHEVELON CANYON,10.970000000000001,14.784
198415,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Hopi Tribe,15N,15E,12,M&B IN E2 W OF THE MIDDLE OF THE WATERCOURSE OF CHEVELON CANYON,49.520000000000003,50.661
198418,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Navajo,SCHOOL OF MINES,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Ohaco Cattle Company,15N,15E,22,E2 E2W2 E2W2W2 AND E2W2W2W2 LY E OF COUNTY LINE,612.210000000000036,607.629
190504,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,27N,7W,16,LOT 1,6.260000000000000,6.238
190609,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,32N,6W,36,LOTS 1 2 3 4 E2E2,276.199999999999989,275.991
190610,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,29N,6W,36,LOTS 1 2 3 4 E2E2,285.040000000000020,284.76
190611,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,31N,6W,36,LOTS 1 2 3 4 E2E2,277.319999999999993,277.007
190612,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,30N,6W,36,LOTS 1 2 3 4 E2E2,283.079999999999984,282.81
190657,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,28N,6W,32,LOTS 1 2 3 E2NE SWNE E2SW SE SWSW,534.559999999999945,535.33
190758,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,27N,8W,36,LOTS 1 2 3 SESE,148.960000000000008,147.983
190786,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,26N,8W,16,LOTS 1 2 3 4 SENE SE S2SW,439.579999999999984,439.122
190787,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,26N,9W,36,LOTS 1 2 S2NW SW E2,621.279999999999973,622.172
190788,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,26N,8W,2,LOTS 1 2 3 E2SE SWSE,235.689999999999998,236.357
190814,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,25N,9W,2,LOTS 1 THRU 4 S2N2 S2,638.840000000000032,639.222
191368,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,28N,6W,14,LOTS 1 2 3 4 S2SE NESE,260.899999999999977,260.55
191449,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,28N,6W,12,LOTS 1 THRU 4 E2,483.790000000000020,482.481
191450,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,28N,6W,22,LOTS 1 2 3 4 SENE SE SESW,365.439999999999998,365.023
191840,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,28N,6W,28,LOTS 1 THRU 5 SENE SE E2SW SWSW,460.199999999999989,460.242
191929,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,27N,7W,12,LOTS 1 NENW S2NW NE S2,625.320000000000050,625.772
191931,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Navajo Nation,27N,7W,14,LOT 1 NENW S2NW NE S2,639.570000000000050,640.361
196687,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Matt & Paula Acton LLC,23N,13W,16,ALL LESS R/W & M&B IN E2SESE,637.690000000000055,619.883
196855,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,23N,13W,2,LOTS 1 THRU 3 S2NE SENW E2SW SWSW SE AND LOT 4 SWNW NWSW LY ELY OF PAT 620 EX M&B IN SWNW,611.299999999999955,592.374
197500,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Francis Creek Ranch LLC,18N,13W,26,LOT 1 S2NE NW E2SE,340.000000000000000,340.924
190630,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Jensen Three LLC,41N,2W,32,ALL,640.000000000000000,640.064
191036,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Coconino,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Clairmont A. Griffiths Jr,41N,2W,31,E2NE SE PT OF LOTS 3 4 W2NE E2W2 E2NW NESW,413.100000000000023,425.542
196931,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,41N,2W,19,LOTS 3 4,79.219999999999999,79.289
196933,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Clairmont A. Griffiths Jr,41N,2W,30,L4 SESW M&B IN SWSE,102.859999999999999,104.1
196934,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: James F. Mace and Jodi S. Petersen,41N,2W,6,LOT 7 E2SW W2SE SESE M&B IN NESE,274.040000000000020,276.152
196935,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Clairmont A. Griffiths Jr,41N,2W,31,LOTS 1 2 PT OF LOTS 3 4 W2NE E2W2,226.620000000000005,213.991
196947,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: TED JENSEN,41N,2W,19,L1 W2NWNENE NENWNE W2NWNE W2SENWNE NENW,119.480000000000004,118.301
197093,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: TED JENSEN,41N,2W,18,LOTS 1 THRU 4 N2NE E2W2 SE,557.440000000000055,557.904
197427,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: James F. Mace and Jodi S. Petersen,41N,2W,7,LOT 1 N2NE NENW,159.080000000000013,159.254
197428,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Mohave,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: TED JENSEN,41N,2W,7,LOTS 3-4 E2SW SE LESS PAT #6327,313.420000000000016,313.696
200861,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,MINERS HSPTL-DISABLED MINERS,Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: Thomas M. Dugan Jr.,5S,4E,27,LOTS 1 AND 2,49.140000000000001,48.995
200868,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,MINERS HSPTL-DISABLED MINERS,Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: Thomas M. Dugan Jr.,5S,4E,22,SE,160.000000000000000,161.501
201114,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,PERM COMMON SCHLS,Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: EDWARD C PRATT FAMILY TRUST B,5S,3E,16,ALL,640.000000000000000,649.861
203019,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,SCHOOL OF MINES,Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: Timothy S. Dugan,5S,4E,28,NESW NESWSW SESW SE E 13.75 AC OF LOT 1 SESWSW LY E OF GREENE CANAL,265.000000000000000,267.252
203293,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pinal,COUNTY BOND,Agriculture,layer_index: AZ-Surface Activities activity: Agriculture lease_status: Y lessee: Arie H. Dejong Family Trust,4S,2E,26,NE,160.000000000000000,167.851
195819,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Maricopa,PERM CMN SCHLS (INDMTY SELEC),Commercial Lease,layer_index: AZ-Surface Activities activity: Commercial Lease lease_status: Y lessee: NAMMO TALLEY INC,2N,6E,23,M&B IN LOTS 25 26 AND 29 SESW SE,121.640000000000001,120.286
195821,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Maricopa,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,1N,4E,13,M&B IN NWNW,34.000000000000000,33.198
198875,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: K.Q. Ranches L.L.C.,16S,12E,32,E2 NW,480.000000000000000,477.47
198876,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,16S,12E,36,LOTS 1 2 3 N2NE NENW M&B IN NW,202.680000000000007,184.468
198877,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,16S,12E,36,M&B IN NWNWNW,4.950000000000000,22.359
198882,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: K.Q. Ranches L.L.C.,16S,11E,36,LOTS 1 THRU 4 S2N2,334.129999999999995,333.931
199040,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Kip and Kellie Wolverton,16S,11E,16,LOTS 1 THRU 4 W2E2 W2 EX N 165FT OF W 200FT OF SWNWNWSW,632.440000000000055,634.803
199426,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Kip and Kellie Wolverton,15S,11E,33,S2NE SENW S2,440.000000000000000,443.375
199434,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,15S,11E,23,ALL,640.000000000000000,641.219
200083,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,15S,11E,24,ALL,640.000000000000000,642.513
200101,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Kip and Kellie Wolverton,16S,11E,21,LOTS 1 THRU 4 W2E2 W2,638.279999999999973,636.849
200103,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Pima County,16S,11E,28,LOTS 1 THRU 4 W2E2 W2,642.639999999999986,641.766
200104,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM CMN SCHLS (INDMTY SELEC),Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Kip and Kellie Wolverton,16S,11E,9,LOTS 1 THRU 4 NWNE N2NW,267.319999999999993,267.718
194622,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Maricopa,PERM COMMON SCHLS,Unleased Parcels,layer_index: AZ-Surface Activities activity: Unleased Parcels lease_status: N lessee: ,9S,1E,16,ALL,640.000000000000000,640.13
198558,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,ARIZONA STATE HOSPITAL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,21S,7E,26,NE S2NW S2,560.000000000000000,561.522
198577,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,"LEGISLATIVE, EXEC, JUD BLDG",Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,31,LOTS 3 4 E2SW SE,314.720000000000027,320.226
198604,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,"LEGISLATIVE, EXEC, JUD BLDG",Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: John F. King & Son Inc,17S,8E,29,ALL,640.000000000000000,656.062
198648,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,MINERS HSPTL-DISABLED MINERS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: PASCUA YAQUI TRIBE LAND OFFICE,14S,10E,34,LOTS 4 THRU 9 W2NW,355.000000000000000,355.27
198659,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,MINERS HSPTL-DISABLED MINERS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,19S,7E,26,LOTS 3 4 SESW N2SE SWSE,229.800000000000011,230.035
198660,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,MINERS HSPTL-DISABLED MINERS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: William R. Humphreys,19S,7E,26,L 1 2 E2NE,176.550000000000011,177.546
198719,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,NORMAL SCHOOL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,21,LOTS 6 7,57.619999999999997,57.733
198721,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,NORMAL SCHOOL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,28,LOTS 1 2 3 NENW S2SW,205.169999999999987,205.56
198722,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,NORMAL SCHOOL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,29,LOT 2,10.710000000000001,10.857
198748,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,NORMAL SCHOOL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,33,LOTS 1 2 3 N2NW SENW,254.400000000000006,254.054
198753,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,NORMAL SCHOOL,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Santa Margarita Ranch Inc.,20S,7E,29,LOT 1,0.91,0.913
198798,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: Pima County,16S,9E,2,S2S2 LY S OF HWY 86,84.000000000000000,75.115
198799,AZ,State Land Department,Surface,36 Stat. 557-579 (1910),,Pima,PERM COMMON SCHLS,Grazing Lease,layer_index: AZ-Surface Activities activity: Grazing Lease lease_status: Y lessee: James B. Rasmussen,14S,5W,2,LOT 1 SENE,80.319999999999993,80.293
