OBJECTID,state,managing_agency,state_enabling_act,rights_type,county,township,range,section,aliquot,trust_name,activity,activity_info_2,net_acres,lease_status,LESSEE,gis_acres
109783,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,8,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.984
109899,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,80,24,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.842
109900,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,80,24,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.892
109901,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,ADAMS,130,91,36,"W2SE4, LOTS 3,4,7,8",COMMON SCHOOLS,,,159.960000000000008,,N/A,160.741
111954,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,79,29,NW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,161.18
112670,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,81,29,E2SE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,80.14
112793,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,84,36,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,158.561
112794,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,84,36,W2NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,78.563
112820,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,80,36,PT. SW4,COMMON SCHOOLS,,,75.000000000000000,,N/A,157.14
112824,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,80,36,PT. SE4,COMMON SCHOOLS,,,30.000000000000000,,N/A,154.228
112941,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,2,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,79.879999999999995,,N/A,158.073
112945,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,1,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,79.930000000000007,,N/A,158.232
115267,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,27,N2NE4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,80.35
115274,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,26,N2NW4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,81.031
115276,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,90,31,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.253
115277,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,26,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,161.609
115280,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,25,NW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,161.13
115419,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,11,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.736
115548,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,18,"E2NW4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,79.209999999999994,,N/A,158.703
115553,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,16,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.307
115555,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,16,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.034
115556,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,15,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.091
118838,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,9,"SW4SE4, LOTS 11,14",BANK OFÊNORTHÊDAKOTA,,,62.420000000000002,,N/A,80.139
122724,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,34,NE4,UNIVERSITY OF ND,,,80.000000000000000,,N/A,161.329
122728,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,35,NW4,BANK OFÊNORTHÊDAKOTA,,,8.000000000000000,,N/A,159.583
122729,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,35,NE4,BANK OFÊNORTHÊDAKOTA,,,8.000000000000000,,N/A,160.257
122734,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,83,9,LOT 4,COMMON SCHOOLS,,,6.600000000000000,,N/A,40.966
122736,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,83,9,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,122.076
123399,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,7,"E2NW4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,79.359999999999999,,N/A,160.778
123697,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,6,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.150000000000006,,N/A,159.066
123702,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,5,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.200000000000003,,N/A,159.891
124916,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,2,LOT 11,VETERANS HOME,,,12.850000000000000,,N/A,39.397
124917,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,34,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.167
124919,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,2,"SE4NE4, LOTS 9,10,12",VETERANS HOME,,,65.349999999999994,,N/A,154.971
124922,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,34,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.784
125030,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,36,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.362
125031,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,1,LOT 6,VETERANS HOME,,,8.779999999999999,,N/A,40.072
125033,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,35,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.947
125034,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,36,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.529
125036,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,35,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.63
125038,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,36,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,159.996
125041,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,86,6,"S2NE4, LOTS 1,6,7",BANK OFÊNORTHÊDAKOTA,,,79.969999999999999,,N/A,160.419
125042,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,36,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,159.442
125044,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,35,E2SE4SE4NW4,BANK OFÊNORTHÊDAKOTA,,,2.500000000000000,,N/A,5.012
125047,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,31,"E2SW4, LOTS 3,4",COMMON SCHOOLS,,,157.430000000000007,,N/A,158.475
125048,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,86,5,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.420000000000002,,N/A,160.093
125049,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,31,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.385
125059,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,2,"E2SE4, LOTS 13,14",VETERANS HOME,,,68.000000000000000,,N/A,118.925
125061,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,2,"E2SE4, LOTS 13,14",VETERANS HOME,,,68.000000000000000,,N/A,78.216
125064,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,36,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.765
127764,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,84,16,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.057
127766,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,81,11,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.886
127767,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,81,11,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.898
127769,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,84,15,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,157.785
127780,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,34,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.355
127783,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,34,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.799
127789,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,36,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,162.249
127790,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,36,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,162.031
127910,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,33,W2NW4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,80.589
127914,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,33,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.098
127919,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,89,36,LOT 8,COMMON SCHOOLS,,,15.570000000000000,,N/A,17.93
127920,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,GRANT,130,89,36,LOT 7,COMMON SCHOOLS,,,27.500000000000000,,N/A,36.284
127921,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,89,36,"LOTS 11,12,13",COMMON SCHOOLS,,,73.590000000000003,,N/A,59.885
127922,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,84,36,S2 OF LOT 6,COMMON SCHOOLS,,,3.080000000000000,,N/A,8.296
128248,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,GRANT,130,88,36,"W2SW4, LOTS 2,3",COMMON SCHOOLS,,,130.199999999999989,,N/A,137.075
128250,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,GRANT,130,88,36,LOT 1,COMMON SCHOOLS,,,28.100000000000001,,N/A,39.197
128255,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,36,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.455
128256,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,85,36,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,161.235
128257,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,25,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.649
128259,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,31,"E2NW4, LOTS 1,2",COMMON SCHOOLS,,,156.750000000000000,,N/A,152.761
128324,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,82,28,"E2NW4, NW4NW4",COMMON SCHOOLS,,,120.000000000000000,,N/A,40.162
128326,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,82,28,"E2NW4, NW4NW4",COMMON SCHOOLS,,,120.000000000000000,,N/A,80.091
128328,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,82,28,W2NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,79.626
128407,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,82,4,"S2NW4, LOTS 3,4",COMMON SCHOOLS,,,80.170000000000002,,N/A,159.484
128411,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,33,SW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.178
128460,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,80,28,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.216
128468,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,17,NW4,COMMON SCHOOLS,,,80.000000000000000,,N/A,159.784
128470,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,17,NE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,160.187
128516,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,29,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.861
128590,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,13,NW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.024
128594,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,18,"E2NW4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,77.099999999999994,,N/A,153.956
128595,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,18,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.058
128623,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,28,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.03
128627,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,28,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,158.649
128635,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,35,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.544
128638,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,35,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.223
128639,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,80,30,"E2SW4, LOTS 3,4",COMMON SCHOOLS,,,154.599999999999994,,N/A,152.62
128640,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,36,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.745
128641,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,80,30,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.816
128644,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,36,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.191
128645,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,31,"E2NW4, LOTS 1,2",COMMON SCHOOLS,,,157.610000000000014,,N/A,159.688
128646,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,88,36,"SE4SE4, LOTS 4,5,7",COMMON SCHOOLS,,,61.829999999999998,,N/A,119.353
128647,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,31,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.816
128763,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,80,25,SE4,BANK OFÊNORTHÊDAKOTA,,,8.000000000000000,,N/A,161.534
128766,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,79,30,W2SW4,BANK OFÊNORTHÊDAKOTA,,,4.000000000000000,,N/A,76.886
128767,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,79,30,E2SW4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,80.212
128771,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,86,36,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.402
128773,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,35,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.997
128775,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,86,36,SE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.077
128777,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,36,NE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.433
128798,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,83,36,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.445
128804,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,87,2,"SE4NE4, LOTS 9,10,12",VETERANS HOME,,,65.349999999999994,,N/A,37.862
128807,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,85,5,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.099999999999994,,N/A,155.505
128814,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,85,4,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,80.060000000000002,,N/A,157.371
128816,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,85,4,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.019999999999996,,N/A,158.943
128820,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,129,85,3,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,80.040000000000006,,N/A,159.283
128902,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,134,81,26,"SW4SW4, LOTS 3,4,5",COMMON SCHOOLS,,,48.420000000000002,,N/A,118.307
128934,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MORTON,133,82,21,"N2NW4, SE4NW4, LOT 6",BANK OFÊNORTHÊDAKOTA,,,71.099999999999994,,N/A,39.573
128964,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,30,SE4,BANK OFÊNORTHÊDAKOTA,,,8.000000000000000,,N/A,159.777
129080,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,81,13,SE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,158.325
129082,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,133,80,18,"E2SW4, LOTS 3,4",ND INDUSTRIAL SCHOOL,,,79.290000000000006,,N/A,158.539
129182,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,EMMONS,131,79,18,"LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,29.600000000000001,,N/A,627.849
129198,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,82,24,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,160.26
129333,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,82,35,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,159.262
129337,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,81,31,"E2SW4, LOTS 3,4",COMMON SCHOOLS,,,151.400000000000006,,N/A,71.715
129339,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,81,31,"E2SW4, LOTS 3,4",COMMON SCHOOLS,,,151.400000000000006,,N/A,79.842
129343,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,131,81,32,SW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,158.731
129346,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,5,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,80.219999999999999,,N/A,159.148
129350,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,5,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.180000000000007,,N/A,159.612
129464,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,3,"S2NW4, LOTS 3,4",BANK OFÊNORTHÊDAKOTA,,,80.200000000000003,,N/A,158.629
129467,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,84,3,"S2NE4, LOTS 1,2",BANK OFÊNORTHÊDAKOTA,,,80.280000000000001,,N/A,158.846
129486,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MORTON,133,82,20,"NW4NE4, LOTS 5,6",BANK OFÊNORTHÊDAKOTA,,,57.899999999999999,,N/A,119.019
129494,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,MORTON,133,82,22,"LOTS 8,9",BANK OFÊNORTHÊDAKOTA,,,19.750000000000000,,N/A,118.134
129679,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,84,36,S2SE4,COMMON SCHOOLS,,,40.000000000000000,,N/A,79.532
129680,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,83,31,"SE4SW4, LOT 7",COMMON SCHOOLS,,,39.200000000000003,,N/A,39.305
129683,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,82,33,E2SE4,COMMON SCHOOLS,,,80.000000000000000,,N/A,79.975
129684,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,132,83,31,"SE4SW4, LOT 7",COMMON SCHOOLS,,,39.200000000000003,,N/A,39.917
129820,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,22,W2SW4,BANK OFÊNORTHÊDAKOTA,,,4.000000000000000,,N/A,79.706
129823,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,22,E2SE4,BANK OFÊNORTHÊDAKOTA,,,40.000000000000000,,N/A,79.93
129826,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,82,23,SW4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.184
129830,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,90,36,NW4,COMMON SCHOOLS,,,160.000000000000000,,N/A,158.591
129835,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,90,36,NE4,COMMON SCHOOLS,,,160.000000000000000,,N/A,158.855
129840,ND,Commissioner of University and School Lands,"25 Stat. 676-684, esp. 679-81 (1889)",Subsurface,SIOUX,130,81,19,SE4,BANK OFÊNORTHÊDAKOTA,,,80.000000000000000,,N/A,160.223
